Letra	Condición	Definición	Respuesta	Tema	Nivel	Idioma
Ñ	Contiene la	Palabra que completa el título de la novela más famosa de Gabriel García Márquez: "Cien ... de soledad".	Años	Literatura	Medio	ES
O	Empieza por	Figura retórica que consiste en la imitación de un sonido de la naturaleza o ruido a través de las palabras.	Onomatopeya	Literatura	Medio	ES
O	Empieza por	Figura literaria que consiste en combinar dos términos de significado opuesto en una misma expresión.	Oxímoron	Literatura	Medio	ES
P	Empieza por	Texto previo a una obra literaria, a modo de introducción, que suele escribir el mismo autor u otra persona.	Prólogo	Literatura	Medio	ES
P	Empieza por	Figura retórica que consiste en atribuir cualidades o acciones humanas a animales o cosas inanimadas.	Personificación	Literatura	Medio	ES
Q	Empieza por	Apellido del gran escritor español del Siglo de Oro, máximo representante del conceptismo.	Quevedo	Literatura	Medio	ES
Q	Empieza por	Estrofa poética compuesta por cinco versos de arte menor, cuya rima puede variar bajo ciertas reglas.	Quintilla	Literatura	Medio	ES
R	Empieza por	Movimiento literario del siglo XIX que daba prioridad a los sentimientos, la pasión y la rebeldía individual.	Romanticismo	Literatura	Medio	ES
R	Empieza por	Poema tradicional hispánico de versos octosílabos, con rima asonante en los pares y libre en los impares.	Romance	Literatura	Medio	ES
S	Empieza por	Composición poética formada por catorce versos endecasílabos distribuidos en dos cuartetos y dos tercetos.	Soneto	Literatura	Medio	ES
S	Empieza por	Obra literaria que critica de forma aguda y burlesca los vicios, costumbres o defectos de una sociedad.	Sátira	Literatura	Medio	ES
T	Empieza por	Subgénero dramático en el que los personajes se enfrentan a un destino fatal o doloroso e inevitable.	Tragedia	Literatura	Medio	ES
T	Empieza por	Conjunto de tres obras literarias de un mismo autor que tienen una relación o continuidad entre sí.	Trilogía	Literatura	Medio	ES
U	Empieza por	Apellido del escritor y filósofo de la Generación del 98 que escribió obras como "Niebla".	Unamuno	Literatura	Medio	ES
U	Contiene la	Nombre de la mujer idealizada a la que Don Quijote de la Mancha dedica todas sus hazañas.	Dulcinea	Literatura	Medio	ES
V	Empieza por	Movimiento literario que se caracteriza por romper con las normas tradicionales y buscar la innovación.	Vanguardia	Literatura	Medio	ES
V	Empieza por	Nombre que recibe el idioma o lengua nativa, propia del lugar donde se escribe una obra.	Vernáculo	Literatura	Medio	ES
W	Empieza por	Apellido del célebre y agudo escritor irlandés autor de "El retrato de Dorian Gray".	Wilde	Literatura	Medio	ES
W	Contiene la	Apellido del leal médico y compañero del detective literario Sherlock Holmes.	Watson	Literatura	Medio	ES
X	Contiene la	Parte culminante de una narración u obra dramática en la que el conflicto alcanza su máxima tensión.	Clímax	Literatura	Medio	ES
X	Contiene la	Conjunto de palabras escritas que conforman el contenido y la estructura de un documento literario.	Texto	Literatura	Medio	ES
Y	Contiene la	Poema narrativo extenso, de tono grandilocuente, que relata acciones heroicas de la antigüedad, como la Ilíada.	Epopeya	Literatura	Medio	ES
Y	Contiene la	Conjunto de relatos o fábulas protagonizados por dioses y héroes que explican el origen del mundo de una cultura.	Mitología	Literatura	Medio	ES
Z	Empieza por	Composición poética de origen árabe y popular en la España medieval, que cuenta con un estribillo.	Zéjel	Literatura	Medio	ES
Z	Empieza por	Apellido del autor español de la exitosa novela contemporánea "La sombra del viento" (Carlos Ruiz ...).	Zafón	Literatura	Medio	ES
A	Empieza por	Figura retórica consistente en la repetición de una o varias palabras al principio de un verso o enunciado.	Anáfora	Literatura	Difícil	ES
A	Empieza por	Obra literaria o texto de los primeros siglos del cristianismo no aceptada como canónica por la Iglesia.	Apócrifo	Literatura	Difícil	ES
B	Empieza por	Estado de insatisfacción crónica y romántica, término derivado de una famosa novela de Flaubert.	Bovarismo	Literatura	Difícil	ES
B	Empieza por	Apellido del erudito escritor argentino, figura clave de la literatura universal, autor de "El Aleph".	Borges	Literatura	Difícil	ES
C	Empieza por	Estrofa de cuatro versos alejandrinos monorrimos, propia del mester de clerecía medieval (seguida de la palabra "vía").	Cuaderna	Literatura	Difícil	ES
C	Empieza por	Movimiento literario del Barroco español, representado por Quevedo, caracterizado por la agudeza y concisión de ideas.	Conceptismo	Literatura	Difícil	ES
D	Empieza por	Composición poética de la antigua Grecia, de tono entusiasta, dedicada en su origen al dios Dioniso.	Ditirambo	Literatura	Difícil	ES
D	Empieza por	Verso métrico de doce sílabas, muy utilizado en la poesía del Modernismo.	Dodecasílabo	Literatura	Difícil	ES
E	Empieza por	Composición poética muy breve que expresa un pensamiento festivo, satírico o punzante de forma aguda.	Epigrama	Literatura	Difícil	ES
E	Empieza por	Conjunto de versos que el autor añade de forma libre al final de un poema clásico, frecuentemente en un soneto.	Estrambote	Literatura	Difícil	ES
F	Empieza por	Apellido del ilustrado y ensayista español del siglo XVIII (Benito Jerónimo...), autor del "Teatro crítico universal".	Feijoo	Literatura	Difícil	ES
F	Empieza por	Discurso literario o político muy violento y acusatorio, término derivado de las oraciones de Demóstenes.	Filípica	Literatura	Difícil	ES
G	Empieza por	Breve composición literaria, creada por Ramón Gómez de la Serna, que une humor y metáfora en una sola frase.	Greguería	Literatura	Difícil	ES
G	Empieza por	Apellido del poeta y dramaturgo cordobés, máximo representante del culteranismo en el Barroco español.	Góngora	Literatura	Difícil	ES
H	Empieza por	Cada una de las dos mitades en las que una cesura divide un verso métrico largo.	Hemistiquio	Literatura	Difícil	ES
H	Empieza por	Palabra que ha sido registrada o empleada una única vez en todo un idioma o en la obra de un autor literario.	Hapax	Literatura	Difícil	ES
I	Empieza por	Principio o ley métrica que exige que todos los versos de un poema o estrofa tengan exactamente el mismo número de sílabas.	Isosilabismo	Literatura	Difícil	ES
I	Empieza por	Relación que un texto literario mantiene directa o indirectamente con otros textos contemporáneos o históricos.	Intertextualidad	Literatura	Difícil	ES
J	Empieza por	Breve estrofa lírica romance, escrita en caracteres árabes o hebreos, que cerraba las moaxajas andalusíes.	Jarcha	Literatura	Difícil	ES
J	Empieza por	Apellido del poeta español, galardonado con el Premio Nobel en 1956 y creador de la "poesía pura" (Juan Ramón...).	Jiménez	Literatura	Difícil	ES
K	Empieza por	Corriente filosófica importada de Alemania que influyó enormemente en la literatura española y la Institución Libre de Enseñanza.	Krausismo	Literatura	Difícil	ES
K	Empieza por	Apellido del escritor checo-francés, autor de la reflexiva novela "La insoportable levedad del ser".	Kundera	Literatura	Difícil	ES
L	Empieza por	Estrofa de cinco versos, combinación de heptasílabos y endecasílabos, introducida en España por Garcilaso de la Vega.	Lira	Literatura	Difícil	ES
L	Empieza por	Composición poética dividida en estrofas que terminan en un estribillo, habitualmente de tono satírico o burlesco.	Letrilla	Literatura	Difícil	ES
M	Empieza por	Oficio, escuela o arte de hacer poesía en la Edad Media, pudiendo ser de juglaría o de clerecía.	Mester	Literatura	Difícil	ES
M	Empieza por	Poema estrófico de la poesía culta árabe y hebrea en Al-Ándalus, que servía de introducción para una jarcha.	Moaxaja	Literatura	Difícil	ES
N	Empieza por	Corriente filosófica y literaria, muy presente en la obra de Dostoievski, que niega todo principio dogmático o religioso.	Nihilismo	Literatura	Difícil	ES
N	Empieza por	Apellido del virtuoso escritor de origen ruso, nacionalizado estadounidense, autor de la novela "Lolita".	Nabokov	Literatura	Difícil	ES
Ñ	Contiene la	Mujer a la que en la antigüedad clásica y medieval se pagaba por ir a llorar y lamentarse en los entierros.	Plañidera	Literatura	Difícil	ES
Ñ	Contiene la	Palabra que sigue a "La..." en el título de la famosa novela histórica de aventuras escrita por Arthur Conan Doyle.	Compañía	Literatura	Difícil	ES
O	Empieza por	Estrofa de ocho versos endecasílabos con rima consonante, característica de los poemas épicos del Renacimiento.	Octava	Literatura	Difícil	ES
O	Empieza por	Nombre del clásico poeta romano, desterrado por el emperador Augusto, famoso por su obra "Las Metamorfosis".	Ovidio	Literatura	Difícil	ES
P	Empieza por	Figura retórica que consiste en utilizar en una oración palabras innecesarias para su comprensión, con el fin de darle expresividad.	Pleonasmo	Literatura	Difícil	ES
P	Empieza por	Técnica narrativa en la que conviven múltiples voces o perspectivas independientes dentro de una misma novela.	Polifonía	Literatura	Difícil	ES
Q	Empieza por	Figura retórica de sintaxis que consiste en cruzar o invertir el orden de los elementos en dos grupos de palabras.	Quiasmo	Literatura	Difícil	ES
Q	Contiene la	Autor y rétor hispanorromano del siglo I, famoso por su influyente tratado de oratoria "Institutio Oratoria".	Quintiliano	Literatura	Difícil	ES
R	Empieza por	Estrofa compuesta por cuatro versos octosílabos con rima consonante abrazada (abba).	Redondilla	Literatura	Difícil	ES
R	Empieza por	Figura retórica que consiste en invertir los términos de una frase o cláusula en la siguiente para cambiar drásticamente su sentido.	Retruécano	Literatura	Difícil	ES
S	Empieza por	Estrofa de cuatro versos de arte mayor, habitualmente alejandrinos, con rima consonante alterna (ABAB).	Serventesio	Literatura	Difícil	ES
S	Empieza por	Figura retórica, variante de la metonimia, que consiste en designar la parte por el todo o el todo por la parte.	Sinécdoque	Literatura	Difícil	ES
T	Empieza por	Estrofa de tres versos de arte mayor, frecuentemente endecasílabos encadenados, magistralmente usada en "La Divina Comedia".	Terceto	Literatura	Difícil	ES
T	Empieza por	Nombre genérico que recibe cualquier figura retórica de significado en la que se usa una palabra en sentido figurado (metáfora, metonimia...).	Tropo	Literatura	Difícil	ES
U	Empieza por	Corriente literaria francesa de principios del siglo XX, impulsada por Jules Romains, enfocada en la conciencia de grupo o colectiva.	Unanimismo	Literatura	Difícil	ES
U	Contiene la	Figura retórica que consiste en rodear un término o expresarlo de manera suavizada o indirecta para evitar una palabra tabú.	Eufemismo	Literatura	Difícil	ES
V	Empieza por	Apellido del creador del "esperpento", estética literaria deformadora de la realidad española (Ramón María del...).	Valle-Inclán	Literatura	Difícil	ES
V	Empieza por	Subgénero teatral de comedia ligera, de origen francés, basado en la intriga, los enredos amorosos y el ritmo trepidante.	Vodevil	Literatura	Difícil	ES
W	Empieza por	Apellido de la brillante escritora británica pionera del monólogo interior y autora del ensayo "Una habitación propia".	Woolf	Literatura	Difícil	ES
W	Empieza por	Apellido del poeta romántico estadounidense, padre del verso libre moderno y autor de "Hojas de hierba".	Whitman	Literatura	Difícil	ES
X	Empieza por	Término que en lingüística literaria designa a una palabra extranjera asimilada en una obra manteniendo su grafía original.	Xenismo	Literatura	Difícil	ES
X	Contiene la	Verso compuesto métricamente por seis sílabas, frecuente en el romancero tradicional y la poesía popular.	Hexasílabo	Literatura	Difícil	ES
Y	Empieza por	Pie de la métrica clásica griega y latina compuesto por una sílaba breve y otra larga, base del verso clásico inglés.	Yambo	Literatura	Difícil	ES
Y	Contiene la	Breve poema medieval, de origen francés y forma libre, a menudo acompañado de música y de temática melancólica.	Lay	Literatura	Difícil	ES
Z	Empieza por	Figura retórica que consiste en utilizar una única palabra para suplir otras varias y sobreentendidas en oraciones consecutivas.	Zeugma	Literatura	Difícil	ES
Z	Empieza por	Apellido del célebre escritor y ensayista francés, máximo exponente del naturalismo literario y autor del manifiesto "J'accuse".	Zola	Literatura	Difícil	ES
A	Empieza por	Líquido transparente, inodoro e insípido, vital para la vida.	Agua	Ciencia	Fácil	ES
A	Empieza por	Persona entrenada para viajar al espacio en una nave.	Astronauta	Ciencia	Fácil	ES
A	Empieza por	Capa de gases que rodea a la Tierra y nos protege del Sol.	Atmósfera	Ciencia	Fácil	ES
B	Empieza por	Ciencia que estudia a los seres vivos.	Biología	Ciencia	Fácil	ES
B	Empieza por	Organismo microscópico unicelular que puede causar enfermedades o ser beneficioso.	Bacteria	Ciencia	Fácil	ES
B	Empieza por	Abertura por donde ingerimos los alimentos.	Boca	Ciencia	Fácil	ES
C	Empieza por	Órgano principal del sistema nervioso que tenemos dentro de la cabeza.	Cerebro	Ciencia	Fácil	ES
C	Empieza por	Unidad más pequeña de la que están formados todos los seres vivos.	Célula	Ciencia	Fácil	ES
C	Empieza por	Órgano que bombea la sangre a todo el cuerpo.	Corazón	Ciencia	Fácil	ES
D	Empieza por	Reptiles gigantes que vivieron hace millones de años y se extinguieron.	Dinosaurios	Ciencia	Fácil	ES
D	Empieza por	Proceso por el cual el cuerpo descompone los alimentos para obtener nutrientes.	Digestión	Ciencia	Fácil	ES
D	Empieza por	Parte de las manos y los pies que tienen uñas.	Dedos	Ciencia	Fácil	ES
E	Empieza por	Estructura de huesos que sostiene nuestro cuerpo.	Esqueleto	Ciencia	Fácil	ES
E	Empieza por	Astro con luz propia que brilla en el cielo nocturno, como el Sol.	Estrella	Ciencia	Fácil	ES
E	Empieza por	Capacidad que tienen los cuerpos para producir trabajo o cambios, como la eléctrica.	Energía	Ciencia	Fácil	ES
F	Empieza por	Resto de un ser vivo antiguo que se ha convertido en piedra.	Fósil	Ciencia	Fácil	ES
F	Empieza por	Aumento de la temperatura del cuerpo cuando estamos enfermos.	Fiebre	Ciencia	Fácil	ES
F	Empieza por	Parte de la planta que suele tener colores vivos y de la que nace el fruto.	Flor	Ciencia	Fácil	ES
G	Empieza por	Fuerza invisible que atrae los objetos hacia el suelo.	Gravedad	Ciencia	Fácil	ES
